"date","inst","party","value","color"
2006-07-20,"GMS","lin",7.1,"#96276E"
2006-07-20,"GMS","fdp",11.3,"#FFC700"
2006-07-20,"GMS","pir",NA,"#E9872A"
2006-07-20,"GMS","spd",32.6,"#DB4240"
2006-07-19,"Emnid","gru",10,"#4BA345"
2006-07-19,"Emnid","cdu",33,"#373737"
2006-07-19,"Emnid","afd",NA,"#34A3D2"
2006-07-19,"Emnid","lin",10,"#96276E"
2006-07-19,"Emnid","fdp",13,"#FFC700"
2006-07-19,"Emnid","pir",NA,"#E9872A"
2006-07-19,"Emnid","spd",30,"#DB4240"
2006-07-19,"Forsa","gru",10,"#4BA345"
2006-07-19,"Forsa","cdu",33,"#373737"
2006-07-19,"Forsa","afd",NA,"#34A3D2"
2006-07-19,"Forsa","lin",10,"#96276E"
2006-07-19,"Forsa","fdp",14,"#FFC700"
2006-07-19,"Forsa","pir",NA,"#E9872A"
2006-07-19,"Forsa","spd",28,"#DB4240"
2006-07-19,"Allensbach","gru",9.2,"#4BA345"
2006-07-19,"Allensbach","cdu",36.6,"#373737"
2006-07-19,"Allensbach","afd",NA,"#34A3D2"
2006-07-19,"Allensbach","lin",9.2,"#96276E"
2006-07-19,"Allensbach","fdp",12.1,"#FFC700"
2006-07-19,"Allensbach","pir",NA,"#E9872A"
2006-07-19,"Allensbach","spd",28.2,"#DB4240"
2006-07-14,"FGW","gru",10,"#4BA345"
2006-07-14,"FGW","cdu",38,"#373737"
2006-07-14,"FGW","afd",NA,"#34A3D2"
2006-07-14,"FGW","lin",6,"#96276E"
2006-07-14,"FGW","fdp",12,"#FFC700"
2006-07-14,"FGW","pir",NA,"#E9872A"
2006-07-14,"FGW","spd",31,"#DB4240"
2006-07-13,"Infratestdimap","gru",11,"#4BA345"
2006-07-13,"Infratestdimap","cdu",35,"#373737"
2006-07-13,"Infratestdimap","afd",NA,"#34A3D2"
2006-07-13,"Infratestdimap","lin",9,"#96276E"
2006-07-13,"Infratestdimap","fdp",12,"#FFC700"
2006-07-13,"Infratestdimap","pir",NA,"#E9872A"
2006-07-13,"Infratestdimap","spd",28,"#DB4240"
2006-07-12,"Emnid","gru",10,"#4BA345"
2006-07-12,"Emnid","cdu",34,"#373737"
2006-07-12,"Emnid","afd",NA,"#34A3D2"
2006-07-12,"Emnid","lin",10,"#96276E"
2006-07-12,"Emnid","fdp",12,"#FFC700"
2006-07-12,"Emnid","pir",NA,"#E9872A"
2006-07-12,"Emnid","spd",29,"#DB4240"
2006-07-12,"Forsa","gru",10,"#4BA345"
2006-07-12,"Forsa","cdu",32,"#373737"
2006-07-12,"Forsa","afd",NA,"#34A3D2"
2006-07-12,"Forsa","lin",10,"#96276E"
2006-07-12,"Forsa","fdp",14,"#FFC700"
2006-07-12,"Forsa","pir",NA,"#E9872A"
2006-07-12,"Forsa","spd",28,"#DB4240"
2006-07-06,"Infratestdimap","gru",10,"#4BA345"
2006-07-06,"Infratestdimap","cdu",35,"#373737"
2006-07-06,"Infratestdimap","afd",NA,"#34A3D2"
2006-07-06,"Infratestdimap","lin",10,"#96276E"
2006-07-06,"Infratestdimap","fdp",12,"#FFC700"
2006-07-06,"Infratestdimap","pir",NA,"#E9872A"
2006-07-06,"Infratestdimap","spd",29,"#DB4240"
2006-07-05,"Forsa","gru",10,"#4BA345"
2006-07-05,"Forsa","cdu",33,"#373737"
2006-07-05,"Forsa","afd",NA,"#34A3D2"
2006-07-05,"Forsa","lin",10,"#96276E"
2006-07-05,"Forsa","fdp",13,"#FFC700"
2006-07-05,"Forsa","pir",NA,"#E9872A"
2006-07-05,"Forsa","spd",28,"#DB4240"
2006-07-04,"Emnid","gru",9,"#4BA345"
2006-07-04,"Emnid","cdu",34,"#373737"
2006-07-04,"Emnid","afd",NA,"#34A3D2"
2006-07-04,"Emnid","lin",10,"#96276E"
2006-07-04,"Emnid","fdp",12,"#FFC700"
2006-07-04,"Emnid","pir",NA,"#E9872A"
2006-07-04,"Emnid","spd",31,"#DB4240"
2006-06-28,"Forsa","gru",9,"#4BA345"
2006-06-28,"Forsa","cdu",33,"#373737"
2006-06-28,"Forsa","afd",NA,"#34A3D2"
2006-06-28,"Forsa","lin",10,"#96276E"
2006-06-28,"Forsa","fdp",13,"#FFC700"
2006-06-28,"Forsa","pir",NA,"#E9872A"
2006-06-28,"Forsa","spd",30,"#DB4240"
2006-06-27,"Emnid","gru",10,"#4BA345"
2006-06-27,"Emnid","cdu",34,"#373737"
2006-06-27,"Emnid","afd",NA,"#34A3D2"
2006-06-27,"Emnid","lin",10,"#96276E"
2006-06-27,"Emnid","fdp",11,"#FFC700"
2006-06-27,"Emnid","pir",NA,"#E9872A"
2006-06-27,"Emnid","spd",31,"#DB4240"
2006-06-21,"Forsa","gru",10,"#4BA345"
2006-06-21,"Forsa","cdu",34,"#373737"
2006-06-21,"Forsa","afd",NA,"#34A3D2"
2006-06-21,"Forsa","lin",10,"#96276E"
2006-06-21,"Forsa","fdp",12,"#FFC700"
2006-06-21,"Forsa","pir",NA,"#E9872A"
2006-06-21,"Forsa","spd",29,"#DB4240"
2006-06-21,"GMS","gru",9.9,"#4BA345"
2006-06-21,"GMS","cdu",37.1,"#373737"
2006-06-21,"GMS","afd",NA,"#34A3D2"
2006-06-21,"GMS","lin",9.1,"#96276E"
2006-06-21,"GMS","fdp",11.1,"#FFC700"
2006-06-21,"GMS","pir",NA,"#E9872A"
2006-06-21,"GMS","spd",29.8,"#DB4240"
2006-06-21,"Allensbach","gru",9.2,"#4BA345"
2006-06-21,"Allensbach","cdu",35.3,"#373737"
2006-06-21,"Allensbach","afd",NA,"#34A3D2"
2006-06-21,"Allensbach","lin",10.3,"#96276E"
2006-06-21,"Allensbach","fdp",11.5,"#FFC700"
2006-06-21,"Allensbach","pir",NA,"#E9872A"
2006-06-21,"Allensbach","spd",30.5,"#DB4240"
2006-06-20,"Emnid","gru",9,"#4BA345"
2006-06-20,"Emnid","cdu",35,"#373737"
2006-06-20,"Emnid","afd",NA,"#34A3D2"
2006-06-20,"Emnid","lin",10,"#96276E"
2006-06-20,"Emnid","fdp",11,"#FFC700"
2006-06-20,"Emnid","pir",NA,"#E9872A"
2006-06-20,"Emnid","spd",31,"#DB4240"
2006-06-16,"Infratestdimap","gru",9,"#4BA345"
2006-06-16,"Infratestdimap","cdu",37,"#373737"
2006-06-16,"Infratestdimap","afd",NA,"#34A3D2"
2006-06-16,"Infratestdimap","lin",10,"#96276E"
2006-06-16,"Infratestdimap","fdp",10,"#FFC700"
2006-06-16,"Infratestdimap","pir",NA,"#E9872A"
2006-06-16,"Infratestdimap","spd",30,"#DB4240"
2006-06-16,"FGW","gru",10,"#4BA345"
2006-06-16,"FGW","cdu",39,"#373737"
2006-06-16,"FGW","afd",NA,"#34A3D2"
2006-06-16,"FGW","lin",7,"#96276E"
2006-06-16,"FGW","fdp",9,"#FFC700"
2006-06-16,"FGW","pir",NA,"#E9872A"
2006-06-16,"FGW","spd",31,"#DB4240"
2006-06-14,"Emnid","gru",9,"#4BA345"
2006-06-14,"Emnid","cdu",35,"#373737"
2006-06-14,"Emnid","afd",NA,"#34A3D2"
2006-06-14,"Emnid","lin",10,"#96276E"
2006-06-14,"Emnid","fdp",11,"#FFC700"
2006-06-14,"Emnid","pir",NA,"#E9872A"
2006-06-14,"Emnid","spd",30,"#DB4240"
2006-06-13,"Forsa","gru",9,"#4BA345"
2006-06-13,"Forsa","cdu",35,"#373737"
2006-06-13,"Forsa","afd",NA,"#34A3D2"
2006-06-13,"Forsa","lin",10,"#96276E"
2006-06-13,"Forsa","fdp",12,"#FFC700"
2006-06-13,"Forsa","pir",NA,"#E9872A"
2006-06-13,"Forsa","spd",28,"#DB4240"
2006-06-09,"Infratestdimap","gru",10,"#4BA345"
2006-06-09,"Infratestdimap","cdu",37,"#373737"
2006-06-09,"Infratestdimap","afd",NA,"#34A3D2"
2006-06-09,"Infratestdimap","lin",9,"#96276E"
2006-06-09,"Infratestdimap","fdp",10,"#FFC700"
2006-06-09,"Infratestdimap","pir",NA,"#E9872A"
2006-06-09,"Infratestdimap","spd",30,"#DB4240"
2006-06-07,"Emnid","gru",9,"#4BA345"
2006-06-07,"Emnid","cdu",34,"#373737"
2006-06-07,"Emnid","afd",NA,"#34A3D2"
2006-06-07,"Emnid","lin",10,"#96276E"
2006-06-07,"Emnid","fdp",12,"#FFC700"
2006-06-07,"Emnid","pir",NA,"#E9872A"
2006-06-07,"Emnid","spd",30,"#DB4240"
2006-06-07,"Forsa","gru",9,"#4BA345"
2006-06-07,"Forsa","cdu",35,"#373737"
2006-06-07,"Forsa","afd",NA,"#34A3D2"
2006-06-07,"Forsa","lin",10,"#96276E"
2006-06-07,"Forsa","fdp",13,"#FFC700"
2006-06-07,"Forsa","pir",NA,"#E9872A"
2006-06-07,"Forsa","spd",27,"#DB4240"
2006-06-01,"Infratestdimap","gru",10,"#4BA345"
2006-06-01,"Infratestdimap","cdu",37,"#373737"
2006-06-01,"Infratestdimap","afd",NA,"#34A3D2"
2006-06-01,"Infratestdimap","lin",9,"#96276E"
2006-06-01,"Infratestdimap","fdp",10,"#FFC700"
2006-06-01,"Infratestdimap","pir",NA,"#E9872A"
2006-06-01,"Infratestdimap","spd",30,"#DB4240"
2006-05-31,"Forsa","gru",9,"#4BA345"
2006-05-31,"Forsa","cdu",34,"#373737"
2006-05-31,"Forsa","afd",NA,"#34A3D2"
2006-05-31,"Forsa","lin",10,"#96276E"
2006-05-31,"Forsa","fdp",13,"#FFC700"
2006-05-31,"Forsa","pir",NA,"#E9872A"
2006-05-31,"Forsa","spd",28,"#DB4240"
2006-05-30,"Emnid","gru",10,"#4BA345"
2006-05-30,"Emnid","cdu",35,"#373737"
2006-05-30,"Emnid","afd",NA,"#34A3D2"
2006-05-30,"Emnid","lin",10,"#96276E"
2006-05-30,"Emnid","fdp",12,"#FFC700"
2006-05-30,"Emnid","pir",NA,"#E9872A"
2006-05-30,"Emnid","spd",30,"#DB4240"
2006-05-23,"Forsa","gru",9,"#4BA345"
2006-05-23,"Forsa","cdu",35,"#373737"
2006-05-23,"Forsa","afd",NA,"#34A3D2"
2006-05-23,"Forsa","lin",10,"#96276E"
2006-05-23,"Forsa","fdp",13,"#FFC700"
2006-05-23,"Forsa","pir",NA,"#E9872A"
2006-05-23,"Forsa","spd",28,"#DB4240"
2006-05-23,"GMS","gru",8.2,"#4BA345"
2006-05-23,"GMS","cdu",39.7,"#373737"
2006-05-23,"GMS","afd",NA,"#34A3D2"
2006-05-23,"GMS","lin",7.6,"#96276E"
2006-05-23,"GMS","fdp",10.2,"#FFC700"
2006-05-23,"GMS","pir",NA,"#E9872A"
2006-05-23,"GMS","spd",30.9,"#DB4240"
2006-05-19,"FGW","gru",9,"#4BA345"
2006-05-19,"FGW","cdu",43,"#373737"
2006-05-19,"FGW","afd",NA,"#34A3D2"
2006-05-19,"FGW","lin",5,"#96276E"
2006-05-19,"FGW","fdp",10,"#FFC700"
2006-05-19,"FGW","pir",NA,"#E9872A"
2006-05-19,"FGW","spd",31,"#DB4240"
2006-05-18,"Infratestdimap","gru",10,"#4BA345"
2006-05-18,"Infratestdimap","cdu",37,"#373737"
2006-05-18,"Infratestdimap","afd",NA,"#34A3D2"
2006-05-18,"Infratestdimap","lin",9,"#96276E"
2006-05-18,"Infratestdimap","fdp",10,"#FFC700"
2006-05-18,"Infratestdimap","pir",NA,"#E9872A"
2006-05-18,"Infratestdimap","spd",30,"#DB4240"
2006-05-17,"Forsa","gru",9,"#4BA345"
2006-05-17,"Forsa","cdu",38,"#373737"
2006-05-17,"Forsa","afd",NA,"#34A3D2"
2006-05-17,"Forsa","lin",10,"#96276E"
2006-05-17,"Forsa","fdp",11,"#FFC700"
2006-05-17,"Forsa","pir",NA,"#E9872A"
2006-05-17,"Forsa","spd",27,"#DB4240"
2006-05-17,"Allensbach","gru",7.5,"#4BA345"
2006-05-17,"Allensbach","cdu",37.5,"#373737"
2006-05-17,"Allensbach","afd",NA,"#34A3D2"
2006-05-17,"Allensbach","lin",9.9,"#96276E"
2006-05-17,"Allensbach","fdp",10.6,"#FFC700"
2006-05-17,"Allensbach","pir",NA,"#E9872A"
2006-05-17,"Allensbach","spd",30.7,"#DB4240"
2006-05-12,"Infratestdimap","gru",9,"#4BA345"
2006-05-12,"Infratestdimap","cdu",38,"#373737"
2006-05-12,"Infratestdimap","afd",NA,"#34A3D2"
2006-05-12,"Infratestdimap","lin",9,"#96276E"
2006-05-12,"Infratestdimap","fdp",9,"#FFC700"
2006-05-12,"Infratestdimap","pir",NA,"#E9872A"
2006-05-12,"Infratestdimap","spd",31,"#DB4240"
2006-05-10,"Forsa","gru",9,"#4BA345"
2006-05-10,"Forsa","cdu",39,"#373737"
2006-05-10,"Forsa","afd",NA,"#34A3D2"
2006-05-10,"Forsa","lin",9,"#96276E"
2006-05-10,"Forsa","fdp",9,"#FFC700"
2006-05-10,"Forsa","pir",NA,"#E9872A"
2006-05-10,"Forsa","spd",29,"#DB4240"
2006-05-09,"Emnid","gru",9,"#4BA345"
2006-05-09,"Emnid","cdu",37,"#373737"
2006-05-09,"Emnid","afd",NA,"#34A3D2"
2006-05-09,"Emnid","lin",10,"#96276E"
2006-05-09,"Emnid","fdp",10,"#FFC700"
2006-05-09,"Emnid","pir",NA,"#E9872A"
2006-05-09,"Emnid","spd",30,"#DB4240"
2006-05-05,"Infratestdimap","gru",10,"#4BA345"
2006-05-05,"Infratestdimap","cdu",39,"#373737"
2006-05-05,"Infratestdimap","afd",NA,"#34A3D2"
2006-05-05,"Infratestdimap","lin",8,"#96276E"
2006-05-05,"Infratestdimap","fdp",9,"#FFC700"
2006-05-05,"Infratestdimap","pir",NA,"#E9872A"
2006-05-05,"Infratestdimap","spd",31,"#DB4240"
2006-05-03,"Emnid","gru",8,"#4BA345"
2006-05-03,"Emnid","cdu",37,"#373737"
2006-05-03,"Emnid","afd",NA,"#34A3D2"
2006-05-03,"Emnid","lin",10,"#96276E"
2006-05-03,"Emnid","fdp",10,"#FFC700"
2006-05-03,"Emnid","pir",NA,"#E9872A"
2006-05-03,"Emnid","spd",31,"#DB4240"
2006-05-03,"Forsa","gru",10,"#4BA345"
2006-05-03,"Forsa","cdu",39,"#373737"
2006-05-03,"Forsa","afd",NA,"#34A3D2"
2006-05-03,"Forsa","lin",8,"#96276E"
2006-05-03,"Forsa","fdp",9,"#FFC700"
2006-05-03,"Forsa","pir",NA,"#E9872A"
2006-05-03,"Forsa","spd",29,"#DB4240"
2006-04-28,"Infratestdimap","gru",10,"#4BA345"
2006-04-28,"Infratestdimap","cdu",37,"#373737"
2006-04-28,"Infratestdimap","afd",NA,"#34A3D2"
2006-04-28,"Infratestdimap","lin",8,"#96276E"
2006-04-28,"Infratestdimap","fdp",9,"#FFC700"
2006-04-28,"Infratestdimap","pir",NA,"#E9872A"
2006-04-28,"Infratestdimap","spd",32,"#DB4240"
2006-04-28,"FGW","gru",8,"#4BA345"
2006-04-28,"FGW","cdu",47,"#373737"
2006-04-28,"FGW","afd",NA,"#34A3D2"
2006-04-28,"FGW","lin",6,"#96276E"
2006-04-28,"FGW","fdp",7,"#FFC700"
2006-04-28,"FGW","pir",NA,"#E9872A"
2006-04-28,"FGW","spd",28,"#DB4240"
2006-04-26,"Forsa","gru",9,"#4BA345"
2006-04-26,"Forsa","cdu",37,"#373737"
2006-04-26,"Forsa","afd",NA,"#34A3D2"
2006-04-26,"Forsa","lin",9,"#96276E"
2006-04-26,"Forsa","fdp",11,"#FFC700"
2006-04-26,"Forsa","pir",NA,"#E9872A"
2006-04-26,"Forsa","spd",29,"#DB4240"
2006-04-25,"Emnid","gru",9,"#4BA345"
2006-04-25,"Emnid","cdu",37,"#373737"
2006-04-25,"Emnid","afd",NA,"#34A3D2"
2006-04-25,"Emnid","lin",9,"#96276E"
2006-04-25,"Emnid","fdp",10,"#FFC700"
2006-04-25,"Emnid","pir",NA,"#E9872A"
2006-04-25,"Emnid","spd",31,"#DB4240"
2006-04-21,"Infratestdimap","gru",10,"#4BA345"
2006-04-21,"Infratestdimap","cdu",38,"#373737"
2006-04-21,"Infratestdimap","afd",NA,"#34A3D2"
2006-04-21,"Infratestdimap","lin",8,"#96276E"
2006-04-21,"Infratestdimap","fdp",9,"#FFC700"
2006-04-21,"Infratestdimap","pir",NA,"#E9872A"
2006-04-21,"Infratestdimap","spd",32,"#DB4240"
2006-04-21,"GMS","gru",9,"#4BA345"
2006-04-21,"GMS","cdu",38.7,"#373737"
2006-04-21,"GMS","afd",NA,"#34A3D2"
2006-04-21,"GMS","lin",8.5,"#96276E"
2006-04-21,"GMS","fdp",9,"#FFC700"
2006-04-21,"GMS","pir",NA,"#E9872A"
2006-04-21,"GMS","spd",32.5,"#DB4240"
2006-04-19,"Emnid","gru",9,"#4BA345"
2006-04-19,"Emnid","cdu",37,"#373737"
2006-04-19,"Emnid","afd",NA,"#34A3D2"
2006-04-19,"Emnid","lin",9,"#96276E"
2006-04-19,"Emnid","fdp",9,"#FFC700"
2006-04-19,"Emnid","pir",NA,"#E9872A"
2006-04-19,"Emnid","spd",32,"#DB4240"
2006-04-19,"Forsa","gru",9,"#4BA345"
2006-04-19,"Forsa","cdu",39,"#373737"
2006-04-19,"Forsa","afd",NA,"#34A3D2"
2006-04-19,"Forsa","lin",9,"#96276E"
2006-04-19,"Forsa","fdp",10,"#FFC700"
2006-04-19,"Forsa","pir",NA,"#E9872A"
2006-04-19,"Forsa","spd",29,"#DB4240"
2006-04-13,"Infratestdimap","gru",9,"#4BA345"
2006-04-13,"Infratestdimap","cdu",40,"#373737"
2006-04-13,"Infratestdimap","afd",NA,"#34A3D2"
2006-04-13,"Infratestdimap","lin",8,"#96276E"
2006-04-13,"Infratestdimap","fdp",9,"#FFC700"
2006-04-13,"Infratestdimap","pir",NA,"#E9872A"
2006-04-13,"Infratestdimap","spd",31,"#DB4240"
2006-04-12,"Emnid","gru",9,"#4BA345"
2006-04-12,"Emnid","cdu",38,"#373737"
2006-04-12,"Emnid","afd",NA,"#34A3D2"
2006-04-12,"Emnid","lin",9,"#96276E"
2006-04-12,"Emnid","fdp",10,"#FFC700"
2006-04-12,"Emnid","pir",NA,"#E9872A"
2006-04-12,"Emnid","spd",30,"#DB4240"
2006-04-12,"Allensbach","gru",8.3,"#4BA345"
2006-04-12,"Allensbach","cdu",37.5,"#373737"
2006-04-12,"Allensbach","afd",NA,"#34A3D2"
2006-04-12,"Allensbach","lin",9.3,"#96276E"
2006-04-12,"Allensbach","fdp",10.6,"#FFC700"
2006-04-12,"Allensbach","pir",NA,"#E9872A"
2006-04-12,"Allensbach","spd",30.2,"#DB4240"
2006-04-11,"Forsa","gru",10,"#4BA345"
2006-04-11,"Forsa","cdu",39,"#373737"
2006-04-11,"Forsa","afd",NA,"#34A3D2"
2006-04-11,"Forsa","lin",9,"#96276E"
2006-04-11,"Forsa","fdp",10,"#FFC700"
2006-04-11,"Forsa","pir",NA,"#E9872A"
2006-04-11,"Forsa","spd",28,"#DB4240"
2006-04-07,"FGW","gru",9,"#4BA345"
2006-04-07,"FGW","cdu",44,"#373737"
2006-04-07,"FGW","afd",NA,"#34A3D2"
2006-04-07,"FGW","lin",7,"#96276E"
2006-04-07,"FGW","fdp",5,"#FFC700"
2006-04-07,"FGW","pir",NA,"#E9872A"
2006-04-07,"FGW","spd",32,"#DB4240"
2006-04-06,"Infratestdimap","gru",9,"#4BA345"
2006-04-06,"Infratestdimap","cdu",40,"#373737"
2006-04-06,"Infratestdimap","afd",NA,"#34A3D2"
2006-04-06,"Infratestdimap","lin",8,"#96276E"
2006-04-06,"Infratestdimap","fdp",10,"#FFC700"
2006-04-06,"Infratestdimap","pir",NA,"#E9872A"
2006-04-06,"Infratestdimap","spd",30,"#DB4240"
2006-04-05,"Forsa","gru",10,"#4BA345"
2006-04-05,"Forsa","cdu",39,"#373737"
2006-04-05,"Forsa","afd",NA,"#34A3D2"
2006-04-05,"Forsa","lin",9,"#96276E"
2006-04-05,"Forsa","fdp",10,"#FFC700"
2006-04-05,"Forsa","pir",NA,"#E9872A"
2006-04-05,"Forsa","spd",27,"#DB4240"
2006-04-04,"Emnid","gru",9,"#4BA345"
2006-04-04,"Emnid","cdu",38,"#373737"
2006-04-04,"Emnid","afd",NA,"#34A3D2"
2006-04-04,"Emnid","lin",9,"#96276E"
2006-04-04,"Emnid","fdp",9,"#FFC700"
2006-04-04,"Emnid","pir",NA,"#E9872A"
2006-04-04,"Emnid","spd",30,"#DB4240"
2006-03-31,"Infratestdimap","gru",8,"#4BA345"
2006-03-31,"Infratestdimap","cdu",41,"#373737"
2006-03-31,"Infratestdimap","afd",NA,"#34A3D2"
2006-03-31,"Infratestdimap","lin",8,"#96276E"
2006-03-31,"Infratestdimap","fdp",9,"#FFC700"
2006-03-31,"Infratestdimap","pir",NA,"#E9872A"
2006-03-31,"Infratestdimap","spd",31,"#DB4240"
2006-03-29,"Forsa","gru",9,"#4BA345"
2006-03-29,"Forsa","cdu",38,"#373737"
2006-03-29,"Forsa","afd",NA,"#34A3D2"
2006-03-29,"Forsa","lin",9,"#96276E"
2006-03-29,"Forsa","fdp",11,"#FFC700"
2006-03-29,"Forsa","pir",NA,"#E9872A"
2006-03-29,"Forsa","spd",28,"#DB4240"
2006-03-28,"Emnid","gru",9,"#4BA345"
2006-03-28,"Emnid","cdu",38,"#373737"
2006-03-28,"Emnid","afd",NA,"#34A3D2"
2006-03-28,"Emnid","lin",9,"#96276E"
2006-03-28,"Emnid","fdp",9,"#FFC700"
2006-03-28,"Emnid","pir",NA,"#E9872A"
2006-03-28,"Emnid","spd",30,"#DB4240"
2006-03-24,"Infratestdimap","gru",9,"#4BA345"
2006-03-24,"Infratestdimap","cdu",41,"#373737"
2006-03-24,"Infratestdimap","afd",NA,"#34A3D2"
2006-03-24,"Infratestdimap","lin",8,"#96276E"
2006-03-24,"Infratestdimap","fdp",8,"#FFC700"
2006-03-24,"Infratestdimap","pir",NA,"#E9872A"
2006-03-24,"Infratestdimap","spd",31,"#DB4240"
2006-03-22,"Forsa","gru",9,"#4BA345"
2006-03-22,"Forsa","cdu",39,"#373737"
2006-03-22,"Forsa","afd",NA,"#34A3D2"
2006-03-22,"Forsa","lin",9,"#96276E"
2006-03-22,"Forsa","fdp",11,"#FFC700"
2006-03-22,"Forsa","pir",NA,"#E9872A"
2006-03-22,"Forsa","spd",28,"#DB4240"
2006-03-17,"GMS","gru",9,"#4BA345"
2006-03-17,"GMS","cdu",40.5,"#373737"
2006-03-17,"GMS","afd",NA,"#34A3D2"
2006-03-17,"GMS","lin",8.2,"#96276E"
2006-03-17,"GMS","fdp",9.9,"#FFC700"
2006-03-17,"GMS","pir",NA,"#E9872A"
2006-03-17,"GMS","spd",29.4,"#DB4240"
2006-03-16,"Infratestdimap","gru",9,"#4BA345"
2006-03-16,"Infratestdimap","cdu",40,"#373737"
2006-03-16,"Infratestdimap","afd",NA,"#34A3D2"
2006-03-16,"Infratestdimap","lin",8,"#96276E"
2006-03-16,"Infratestdimap","fdp",9,"#FFC700"
2006-03-16,"Infratestdimap","pir",NA,"#E9872A"
2006-03-16,"Infratestdimap","spd",30,"#DB4240"
2006-03-15,"Forsa","gru",9,"#4BA345"
2006-03-15,"Forsa","cdu",40,"#373737"
2006-03-15,"Forsa","afd",NA,"#34A3D2"
2006-03-15,"Forsa","lin",9,"#96276E"
2006-03-15,"Forsa","fdp",11,"#FFC700"
2006-03-15,"Forsa","pir",NA,"#E9872A"
2006-03-15,"Forsa","spd",27,"#DB4240"
2006-03-15,"Allensbach","gru",8.1,"#4BA345"
2006-03-15,"Allensbach","cdu",38.3,"#373737"
2006-03-15,"Allensbach","afd",NA,"#34A3D2"
2006-03-15,"Allensbach","lin",9.4,"#96276E"
2006-03-15,"Allensbach","fdp",11,"#FFC700"
2006-03-15,"Allensbach","pir",NA,"#E9872A"
2006-03-15,"Allensbach","spd",30.3,"#DB4240"
2006-03-14,"Emnid","gru",9,"#4BA345"
2006-03-14,"Emnid","cdu",39,"#373737"
2006-03-14,"Emnid","afd",NA,"#34A3D2"
2006-03-14,"Emnid","lin",9,"#96276E"
2006-03-14,"Emnid","fdp",9,"#FFC700"
2006-03-14,"Emnid","pir",NA,"#E9872A"
2006-03-14,"Emnid","spd",30,"#DB4240"
2006-03-10,"FGW","gru",7,"#4BA345"
2006-03-10,"FGW","cdu",43,"#373737"
2006-03-10,"FGW","afd",NA,"#34A3D2"
2006-03-10,"FGW","lin",7,"#96276E"
2006-03-10,"FGW","fdp",7,"#FFC700"
2006-03-10,"FGW","pir",NA,"#E9872A"
2006-03-10,"FGW","spd",32,"#DB4240"
2006-03-09,"Infratestdimap","gru",9,"#4BA345"
2006-03-09,"Infratestdimap","cdu",41,"#373737"
2006-03-09,"Infratestdimap","afd",NA,"#34A3D2"
2006-03-09,"Infratestdimap","lin",8,"#96276E"
2006-03-09,"Infratestdimap","fdp",9,"#FFC700"
2006-03-09,"Infratestdimap","pir",NA,"#E9872A"
2006-03-09,"Infratestdimap","spd",29,"#DB4240"
2006-03-08,"Forsa","gru",9,"#4BA345"
2006-03-08,"Forsa","cdu",41,"#373737"
2006-03-08,"Forsa","afd",NA,"#34A3D2"
2006-03-08,"Forsa","lin",8,"#96276E"
2006-03-08,"Forsa","fdp",10,"#FFC700"
2006-03-08,"Forsa","pir",NA,"#E9872A"
2006-03-08,"Forsa","spd",27,"#DB4240"
2006-03-07,"Emnid","gru",9,"#4BA345"
2006-03-07,"Emnid","cdu",38,"#373737"
2006-03-07,"Emnid","afd",NA,"#34A3D2"
2006-03-07,"Emnid","lin",9,"#96276E"
2006-03-07,"Emnid","fdp",9,"#FFC700"
2006-03-07,"Emnid","pir",NA,"#E9872A"
2006-03-07,"Emnid","spd",30,"#DB4240"
2006-03-02,"Infratestdimap","gru",10,"#4BA345"
2006-03-02,"Infratestdimap","cdu",41,"#373737"
2006-03-02,"Infratestdimap","afd",NA,"#34A3D2"
2006-03-02,"Infratestdimap","lin",7,"#96276E"
2006-03-02,"Infratestdimap","fdp",9,"#FFC700"
2006-03-02,"Infratestdimap","pir",NA,"#E9872A"
2006-03-02,"Infratestdimap","spd",30,"#DB4240"
2006-03-01,"Forsa","gru",9,"#4BA345"
2006-03-01,"Forsa","cdu",39,"#373737"
2006-03-01,"Forsa","afd",NA,"#34A3D2"
2006-03-01,"Forsa","lin",9,"#96276E"
2006-03-01,"Forsa","fdp",10,"#FFC700"
2006-03-01,"Forsa","pir",NA,"#E9872A"
2006-03-01,"Forsa","spd",28,"#DB4240"
2006-02-28,"Emnid","gru",9,"#4BA345"
2006-02-28,"Emnid","cdu",40,"#373737"
2006-02-28,"Emnid","afd",NA,"#34A3D2"
2006-02-28,"Emnid","lin",9,"#96276E"
2006-02-28,"Emnid","fdp",9,"#FFC700"
2006-02-28,"Emnid","pir",NA,"#E9872A"
2006-02-28,"Emnid","spd",29,"#DB4240"
2006-02-24,"Infratestdimap","gru",9,"#4BA345"
2006-02-24,"Infratestdimap","cdu",42,"#373737"
2006-02-24,"Infratestdimap","afd",NA,"#34A3D2"
2006-02-24,"Infratestdimap","lin",7,"#96276E"
2006-02-24,"Infratestdimap","fdp",8,"#FFC700"
2006-02-24,"Infratestdimap","pir",NA,"#E9872A"
2006-02-24,"Infratestdimap","spd",31,"#DB4240"
2006-02-24,"GMS","gru",8,"#4BA345"
2006-02-24,"GMS","cdu",41.2,"#373737"
2006-02-24,"GMS","afd",NA,"#34A3D2"
2006-02-24,"GMS","lin",7.3,"#96276E"
2006-02-24,"GMS","fdp",9.8,"#FFC700"
2006-02-24,"GMS","pir",NA,"#E9872A"
2006-02-24,"GMS","spd",31.3,"#DB4240"
